id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
742,Delivery Consultant - Cloud Architecture,Amazon,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-delivery-consultant-cloud-architecture-amazon-development-centre-india-pvt-ltd-bengaluru-5-to-10-years-070425500376,Cloud Computing,"Cloud computing, C++, Web services, Architecture, Troubleshooting, Project delivery, Ruby, Python",3+ weeks ago,2025-06-10,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Cloud Computing, C++, Web Services, Architecture, Troubleshooting, Project Delivery, Ruby, Python"
743,IBM Power PM/AI Solution Architect,IBM,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ibm-power-pm-ai-solution-architect-ibm-india-pvt-limited-bengaluru-3-to-8-years-270625919838,Cloud Computing,N/A,4 days ago,2025-06-27,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
744,"Senior GenAI Solutions Architect, Startups",Amazon,7 - 15 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",read more,https://www.naukri.com/job-listings-senior-genai-solutions-architect-startups-amazon-development-centre-india-pvt-ltd-gurugram-7-to-15-years-260625500653,Cloud Computing,"Cloud computing, Career development, deep learning, Networking, Consulting, Machine learning, Data processing, Data analytics, infrastructure security, Solution Architect",5 days ago,2025-06-26,,,,11.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Cloud Computing, Career Development, Deep Learning, Networking, Consulting, Machine Learning, Data Processing, Data Analytics, Infrastructure Security, Solution Architect"
745,Enterprise Architect PACT Sub Doma,IBM,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-enterprise-architect-pact-sub-doma-ibm-india-pvt-limited-bengaluru-5-to-10-years-160625910443,Cloud Computing,N/A,2 weeks ago,2025-06-17,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
746,AI Infrastructure Architect,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-infrastructure-architect-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-270625924659,Cloud Computing,N/A,4 days ago,2025-06-27,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
747,Tech Delivery Subject Matter Expert,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-tech-delivery-subject-matter-expert-accenture-solutions-pvt-ltd-kolkata-15-to-20-years-270625926185,Cloud Computing,N/A,4 days ago,2025-06-27,,,,17.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
748,GCP Solution Architect,"NTT DATA, Inc.",8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-gcp-solution-architect-ntt-data-information-processing-services-private-l-imited-bengaluru-8-to-13-years-100625921583,Cloud Computing,N/A,3 weeks ago,2025-06-10,,,,10.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
749,"Sr. Solutions Architect, ISV",Amazon,8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",read more,https://www.naukri.com/job-listings-sr-solutions-architect-isv-amazon-development-centre-india-pvt-ltd-mumbai-8-to-13-years-240625505077,Cloud Computing,"Cloud computing, Interpersonal skills, Networking, Architecture, Technology Architect, Consulting, Technical Advisor, IT management, infrastructure security, Solution Architect",6 days ago,2025-06-25,,,,10.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Cloud Computing, Interpersonal Skills, Networking, Architecture, Technology Architect, Consulting, Technical Advisor, It Management, Infrastructure Security, Solution Architect"
750,Solution Architect,Accenture,12 - 17 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-solution-architect-accenture-solutions-pvt-ltd-bengaluru-12-to-17-years-230625917942,Cloud Computing,N/A,1 week ago,2025-06-24,,,,14.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
751,"Senior Cloud Architect, Global Accounts",Amazon,8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-senior-cloud-architect-global-accounts-amazon-development-centre-india-pvt-ltd-bengaluru-8-to-13-years-070425500378,Cloud Computing,"Cloud computing, NoSQL, Web services, Consulting, cloud architect, Troubleshooting, Project delivery, SQL",3+ weeks ago,2025-06-10,,,,10.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Cloud Computing, Nosql, Web Services, Consulting, Cloud Architect, Troubleshooting, Project Delivery, Sql"
752,Application Architect,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Navi Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-architect-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-270625922593,Cloud Computing,N/A,4 days ago,2025-06-27,,,,17.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
753,Solution Architect,Accenture,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Navi Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-solution-architect-accenture-solutions-pvt-ltd-navi-mumbai-7-to-12-years-240625919001,Cloud Computing,N/A,1 week ago,2025-06-24,,,,9.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
754,Associate Cloud Engineer - Google Cloud Platform,Bicsom Technologies,0 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",,https://www.naukri.com/job-listings-associate-cloud-engineer-google-cloud-platform-bicsom-technologies-pvt-ltd-bengaluru-0-to-2-years-020823500686,Cloud Computing,"Cloud computing, Networking, Data management, GCP, VPN, Cloud, Troubleshooting, Information technology, Python",3+ weeks ago,2025-06-10,,,,1.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Cloud Computing, Networking, Data Management, Gcp, Vpn, Cloud, Troubleshooting, Information Technology, Python"
755,Cloud & Network Engineer Intern,Daveai,Unity Developer for 1 year in Bangalore / Bengalur...,N/A,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Starts in 1-3 months,https://www.naukri.com/job-listings-cloud-network-engineer-intern-daveai-bengaluru-0-to-3-years-210425502981,Cloud Computing,"container, kubernetes, cd, continuous integration, python, cloud services, microsoft azure, networking, docker, computation, microservices, automation, gcp, vpn, devops, linux, jenkins, integration, terraform, bash, aws, cloud computing, bash scripting",3+ weeks ago,2025-06-10,,,,1.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Container, Kubernetes, Cd, Continuous Integration, Python, Cloud Services, Microsoft Azure, Networking, Docker, Computation, Microservices, Automation, Gcp, Vpn, Devops, Linux, Jenkins, Integration, Terraform, Bash, Aws, Cloud Computing, Bash Scripting"
756,Application Tech Support Practitioner,Accenture,0 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-240625919876,Cloud Computing,N/A,1 week ago,2025-06-24,,,,1.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
